name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009
NetIncomeCommonStockholders,"234,000,000","108,000,000","22,000,000","35,000,000","70,000,000","495,000,000","-19,000,000","855,000,000","-139,000,000","-109,000,000","-325,000,000","125,000,000","-278,000,000","-5,000,000","1,557,000,000","445,000,000","138,000,000","281,000,000","58,000,000","-1,005,000,000","108,000,000","184,000,000","-891,000,000","104,000,000","100,000,000","39,000,000","-3,861,000,000","255,000,000","573,000,000","408,000,000","801,000,000","538,000,000","488,000,000","318,000,000","-390,194,000","104,366,000","239,155,000","589,673,000","461,221,000","495,901,000","334,740,000","392,370,000","283,440,000","434,497,000","700,525,000","-296,632,000"
	NetIncome,"234,000,000","108,000,000","22,000,000","35,000,000","70,000,000","495,000,000","-19,000,000","855,000,000","-139,000,000","-109,000,000","-325,000,000","125,000,000","-278,000,000","-5,000,000","1,557,000,000","445,000,000","138,000,000","281,000,000","58,000,000","-1,005,000,000","108,000,000","184,000,000","-891,000,000","104,000,000","100,000,000","39,000,000","-3,861,000,000","255,000,000","573,000,000","408,000,000","801,000,000","538,000,000","488,000,000","318,000,000","-390,194,000","104,366,000","239,155,000","589,673,000","461,221,000","495,901,000","334,740,000","392,370,000","283,440,000","434,497,000","700,525,000","-296,632,000"
		NetIncomeIncludingNoncontrollingInterests,"273,000,000","120,000,000","48,000,000","31,000,000","75,000,000","530,000,000","33,000,000","561,000,000","-138,000,000","-82,000,000","-378,000,000","151,000,000","-258,000,000","-11,000,000","1,546,000,000","493,000,000","147,000,000","235,000,000","98,000,000","-970,000,000","146,000,000","173,000,000","-1,057,000,000","23,000,000","58,000,000","73,000,000","-5,251,000,000","275,000,000","558,000,000","330,000,000","569,000,000","577,000,000","482,000,000","354,000,000","-719,502,000","103,816,000","275,977,000","608,709,000","469,978,000","510,062,000","349,181,000","402,536,000","281,077,000","435,881,000","707,929,000","-307,556,000"
			NetIncomeContinuousOperations,"273,000,000","120,000,000","48,000,000","31,000,000","75,000,000","530,000,000","33,000,000","-718,000,000","32,000,000","-82,000,000","-378,000,000","151,000,000","-258,000,000","-11,000,000","-358,000,000","72,000,000","-39,000,000","38,000,000","-154,000,000","-847,000,000","146,000,000","173,000,000","-1,057,000,000","23,000,000","58,000,000","73,000,000","-5,251,000,000","275,000,000","558,000,000","330,000,000","569,000,000","577,000,000","482,000,000","354,000,000","-703,643,000","91,354,000","272,579,000","608,709,000","469,978,000","510,062,000","349,181,000","402,536,000","281,077,000","435,881,000","707,929,000","-307,556,000"
			NetIncomeDiscontinuousOperations,,,"0","0","0","0","0","1,279,000,000","-170,000,000",,"0","0","0","0","1,904,000,000","421,000,000","187,000,000","197,000,000","252,000,000","-123,000,000",,,,,,,,,,,,,,,,"12,462,000","3,398,000",,,,,,,,,
		MinorityInterests,"-39,000,000","-12,000,000","-26,000,000","4,000,000","-5,000,000","-35,000,000","-52,000,000","294,000,000","-1,000,000","-27,000,000","53,000,000","-26,000,000","-20,000,000","6,000,000","11,000,000","-48,000,000","-9,000,000","46,000,000","-40,000,000","-35,000,000","-38,000,000","11,000,000","166,000,000","81,000,000","42,000,000","-34,000,000","1,390,000,000","-20,000,000","15,000,000","78,000,000","232,000,000","-39,000,000","6,000,000","-36,000,000","329,307,000","550,000","-36,822,000","-19,036,000","-8,756,000","-14,161,000","-14,441,000","-10,166,000","2,363,000","-1,384,000","-7,404,000","10,924,000"
DilutedNIAvailtoComStockholders,"234,000,000","108,000,000","22,000,000","35,000,000","70,000,000","495,000,000","-19,000,000","855,000,000","-139,000,000","-109,000,000","-325,000,000","125,000,000","-278,000,000","-5,000,000","1,557,000,000","445,000,000","138,000,000","281,000,000","58,000,000","-1,005,000,000","108,000,000","184,000,000","-891,000,000","104,000,000","100,000,000","39,000,000","-3,861,000,000","255,000,000","573,000,000","408,000,000","801,000,000","538,000,000","488,000,000","318,000,000","-390,194,000","104,366,000","239,155,000","589,673,000","461,221,000","495,901,000","334,740,000","392,370,000","283,440,000","434,497,000","700,525,000","-296,632,000"
BasicEPS,,"0.06","0.013","0.02","0.04","0.28","-0.011","0.49","-0.08","-0.06","-0.186","0.07","-0.16","0","0.939","0.25","0.079","0.161","0.012","-0.575","0.062","0.105","-0.535","0.059","0.057","0.022","-1.522","0.157","0.354","0.25",,"0.33","0.3","0.2",,"0.07","0.16","0.46",,"0.39","0.28","0.226",,"0.44","0.69","-0.171"
DilutedEPS,,"0.06","0.013","0.02","0.04","0.28","-0.011","0.49","-0.08","-0.06","-0.186","0.07","-0.16","0","0.939","0.25","0.079","0.161","0.012","-0.575","0.062","0.105","-0.535","0.059","0.057","0.022","-1.522","0.157","0.354","0.25",,"0.33","0.3","0.2",,"0.07","0.16","0.46",,"0.39","0.28","0.226",,"0.43","0.69","-0.171"
BasicAverageShares,,"1,800,000,000","1,749,127,404","1,750,000,000","1,750,000,000","1,767,857,143","1,749,127,404","1,744,897,959","1,737,500,000","1,816,666,667","1,749,127,404","1,785,714,286","1,737,500,000","1,749,127,404","1,749,004,648","1,780,000,000","1,749,004,648","1,749,004,648","1,749,004,648","1,749,004,648","1,739,181,818","1,748,598,146","1,748,598,146","1,748,598,146","1,739,181,818","1,748,243,739","1,748,243,739","1,748,243,739","1,739,181,818","1,632,000,000",,"1,630,303,030","1,626,666,667","1,590,000,000",,"1,618,121,000","1,564,135,000","1,292,051,000",,"1,291,232,000","1,227,320,000","1,739,181,818",,"1,012,862,000","1,012,449,000","1,739,181,818"
DilutedAverageShares,,"1,800,000,000","1,749,127,404","1,750,000,000","1,750,000,000","1,767,857,143","1,749,127,404","1,744,897,959","1,737,500,000","1,816,666,667","1,749,127,404","1,785,714,286","1,737,500,000","1,749,127,404","1,749,004,648","1,780,000,000","1,749,004,648","1,749,004,648","1,749,004,648","1,749,004,648","1,739,181,818","1,748,598,146","1,748,598,146","1,748,598,146","1,739,181,818","1,748,243,739","1,748,243,739","1,748,243,739","1,739,181,818","1,632,000,000",,"1,630,303,030","1,626,666,667","1,590,000,000",,"1,618,470,000","1,564,275,000","1,292,214,000",,"1,291,655,000","1,227,780,000","1,739,181,818",,"1,035,417,000","1,013,001,000","1,739,181,818"
TotalOperatingIncomeAsReported,"1,638,000,000","407,000,000","383,000,000","384,000,000","464,000,000","788,000,000","208,000,000","-391,000,000","392,000,000","362,000,000","211,000,000","561,000,000","389,000,000","345,000,000","91,000,000","406,000,000","283,000,000","304,000,000","166,000,000","-480,000,000","646,000,000","879,000,000","-421,000,000","1,143,000,000","938,000,000","925,000,000","-3,218,000,000","1,233,000,000","1,224,000,000","1,107,000,000","709,000,000","1,255,000,000","1,192,000,000","1,015,000,000","-120,175,000","1,270,828,000","1,069,995,000","633,352,000","630,293,000","831,565,000","768,640,000","632,894,000","607,875,000","711,133,000","691,875,000","567,472,000"
TotalExpenses,"6,989,000,000","1,684,000,000","1,783,000,000","1,737,000,000","1,787,000,000","1,323,000,000","1,912,000,000","1,917,000,000","1,871,000,000","1,868,000,000","1,978,000,000","1,891,000,000","2,018,000,000","1,932,000,000","2,002,000,000","1,955,000,000","1,865,000,000","1,709,000,000","1,983,000,000","2,913,000,000","3,097,000,000","2,989,000,000","3,737,000,000","4,038,000,000","4,112,000,000","4,088,000,000","5,807,000,000","4,378,000,000","4,479,000,000","4,463,000,000","4,851,000,000","4,445,000,000","4,506,000,000","4,561,000,000","5,396,841,000","4,822,447,000","4,462,204,000","2,109,508,000","2,185,356,000","1,992,825,000","1,872,994,000","1,598,234,000","1,700,711,000","1,564,664,000","1,453,629,000","1,405,543,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"234,000,000","108,000,000","22,000,000","35,000,000","70,000,000","495,000,000","-19,000,000","855,000,000","-139,000,000","-109,000,000","-325,000,000","125,000,000","-278,000,000","-5,000,000","1,557,000,000","445,000,000","138,000,000","281,000,000","58,000,000","-1,005,000,000","108,000,000","184,000,000","-891,000,000","104,000,000","100,000,000","39,000,000","-3,861,000,000","255,000,000","573,000,000","408,000,000","801,000,000","538,000,000","488,000,000","318,000,000","-390,194,000","104,366,000","239,155,000","589,673,000","461,221,000","495,901,000","334,740,000","392,370,000","283,440,000","434,497,000","700,525,000","-296,632,000"
NormalizedIncome,"465,200,000","129,538,461.538","99,600,000","133,400,000","95,600,000","494,129,720.854","82,600,000","250,400,000","61,400,000","-101,800,000","-179,400,000","150,600,000","-51,600,000","-64,200,000","-109,400,000","30,400,000","-69,000,000","42,400,000","-30,000,000","-704,400,000","81,595,744.681","0","383,400,000","239,200,000","96,800,000","121,400,000","-1,471,400,000","328,600,000","559,086,614.173","403,745,856.354","1,126,462,041.885","566,778,054.863","510,480,109.739","335,600,000","173,109,800","437,994,400","341,626,600","473,477,027.043","475,839,420.17","495,380,855.463","425,095,077.359","351,369,775.545","309,787,554.197","418,705,847.908","445,007,685.85","379,624,641.815"
InterestIncome,"48,000,000","9,000,000","9,000,000","16,000,000","14,000,000","14,000,000","24,000,000","12,000,000","12,000,000","19,000,000","25,000,000","24,000,000","24,000,000","22,000,000","23,000,000","15,000,000","18,000,000","12,000,000","17,000,000","11,000,000","12,000,000","12,000,000","5,000,000","14,000,000","21,000,000","14,000,000","21,000,000","21,000,000","27,000,000","22,000,000","38,000,000","35,000,000","40,000,000","41,000,000","47,972,000","37,218,000","19,751,000","15,059,000","13,756,000","14,558,000","16,079,000","11,546,000","10,404,000","7,706,000","18,791,000","14,813,000"
InterestExpense,"888,000,000","207,000,000","222,000,000","249,000,000","210,000,000","211,000,000","183,000,000","210,000,000","206,000,000","217,000,000","262,000,000","226,000,000","232,000,000","215,000,000","219,000,000","226,000,000","205,000,000","180,000,000","202,000,000","199,000,000","375,000,000","394,000,000","415,000,000","530,000,000","554,000,000","527,000,000","532,000,000","547,000,000","548,000,000","523,000,000","522,000,000","507,000,000","516,000,000","484,000,000","465,132,000","518,013,000","468,919,000","134,936,000","140,403,000","125,713,000","132,264,000","141,660,000","163,729,000","156,793,000","140,616,000","137,393,000"
NetInterestIncome,"-840,000,000","-198,000,000","-213,000,000","-233,000,000","-196,000,000","-197,000,000","-159,000,000","-198,000,000","-194,000,000","-198,000,000","-237,000,000","-202,000,000","-208,000,000","-193,000,000","-196,000,000","-211,000,000","-187,000,000","-168,000,000","-185,000,000","-188,000,000","-363,000,000","-382,000,000","-410,000,000","-516,000,000","-533,000,000","-513,000,000","-511,000,000","-526,000,000","-521,000,000","-501,000,000","-484,000,000","-472,000,000","-476,000,000","-443,000,000","-417,160,000","-480,795,000","-449,168,000","-119,877,000","-126,647,000","-111,155,000","-116,185,000","-130,114,000","-153,325,000","-149,087,000","-121,825,000","-122,580,000"
EBIT,"1,655,000,000","402,000,000","408,000,000","380,000,000","466,000,000","820,000,000","240,000,000","-416,000,000","377,000,000","254,000,000","-23,000,000","550,000,000","39,000,000","345,000,000","130,000,000","412,000,000","301,000,000","335,000,000","120,000,000","-635,000,000","563,000,000","838,000,000","-601,000,000","640,000,000","1,033,000,000","773,000,000","-3,462,000,000","1,212,000,000","1,310,000,000","1,066,000,000","1,286,000,000","1,309,000,000","1,245,000,000","1,077,000,000","-204,721,000","859,453,000","948,013,000","838,255,000","654,733,000","866,078,000","659,403,000","697,245,000","570,171,000","745,010,000","1,039,974,000","-204,263,000"
EBITDA,"3,814,000,000"
ReconciledCostOfRevenue,"1,943,000,000","470,000,000","548,000,000","424,000,000","502,000,000","452,000,000","474,000,000","547,000,000","524,000,000","494,000,000","545,000,000","565,000,000","527,000,000","502,000,000","507,000,000","559,000,000","474,000,000","445,000,000","551,000,000","558,000,000","909,000,000","851,000,000","1,144,000,000","1,272,000,000","1,306,000,000","1,244,000,000","1,416,000,000","1,482,000,000","1,530,000,000","1,485,000,000","2,003,000,000","1,431,000,000","1,331,000,000","1,361,000,000","1,687,415,000","1,700,777,000","1,527,229,000","707,580,000","700,616,000","638,963,000","600,901,000","527,938,000","532,604,000","515,301,000","472,312,000","468,903,000"
ReconciledDepreciation,"2,159,000,000","508,000,000","537,000,000","590,000,000","524,000,000","503,000,000","506,000,000","1,246,000,000","465,000,000","475,000,000","468,000,000","474,000,000","540,000,000","509,000,000","509,000,000","479,000,000","504,000,000","444,000,000","493,000,000","529,000,000","849,000,000","870,000,000","946,000,000","1,098,000,000","1,121,000,000","1,152,000,000","1,268,000,000","1,167,000,000","1,186,000,000","1,220,000,000","1,277,000,000","1,228,000,000","1,248,000,000","1,259,000,000","1,820,441,000","1,269,039,000","1,121,421,000","576,099,000","621,268,000","546,055,000","493,192,000","419,247,000","480,019,000","437,203,000","395,707,000","381,238,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"234,000,000","108,000,000","22,000,000","35,000,000","70,000,000","495,000,000","-19,000,000","-424,000,000","31,000,000","-109,000,000","-325,000,000","125,000,000","-278,000,000","-5,000,000","-347,000,000","24,000,000","-49,000,000","84,000,000","-194,000,000","-882,000,000","108,000,000","184,000,000","-891,000,000","104,000,000","100,000,000","39,000,000","-3,861,000,000","255,000,000","573,000,000","408,000,000","801,000,000","538,000,000","488,000,000","318,000,000","-374,335,000","91,904,000","235,757,000","589,673,000","461,221,000","495,901,000","334,740,000","392,370,000","283,440,000","434,497,000","700,525,000","-296,632,000"
TotalUnusualItemsExcludingGoodwill,"-289,000,000","-35,000,000","-97,000,000","-123,000,000","-32,000,000","1,000,000","-127,000,000","-843,000,000","-38,000,000","-9,000,000","-182,000,000","-32,000,000","-283,000,000","74,000,000","-297,000,000","-8,000,000","25,000,000","52,000,000","-205,000,000","-222,000,000","34,000,000","230,000,000","-1,593,000,000","-169,000,000","4,000,000","-103,000,000","-2,987,000,000","-92,000,000","19,000,000","7,000,000","-437,000,000","-40,000,000","-34,000,000","-22,000,000","-684,306,000","-432,613,000","-132,337,000","134,256,000","-15,998,000","755,000","-136,404,000","56,589,000","-38,099,000","21,310,000","324,611,000","-751,236,000"
TotalUnusualItems,"-289,000,000","-35,000,000","-97,000,000","-123,000,000","-32,000,000","1,000,000","-127,000,000","-843,000,000","-38,000,000","-9,000,000","-182,000,000","-32,000,000","-283,000,000","74,000,000","-297,000,000","-8,000,000","25,000,000","52,000,000","-205,000,000","-222,000,000","34,000,000","230,000,000","-1,593,000,000","-169,000,000","4,000,000","-103,000,000","-2,987,000,000","-92,000,000","19,000,000","7,000,000","-437,000,000","-40,000,000","-34,000,000","-22,000,000","-684,306,000","-432,613,000","-132,337,000","134,256,000","-15,998,000","755,000","-136,404,000","56,589,000","-38,099,000","21,310,000","324,611,000","-751,236,000"
NormalizedEBITDA,"4,103,000,000","945,000,000","1,042,000,000","1,093,000,000","1,022,000,000","1,322,000,000","873,000,000","1,673,000,000","880,000,000","738,000,000","629,000,000","1,059,000,000","862,000,000","783,000,000","936,000,000","899,000,000","780,000,000","727,000,000","818,000,000","116,000,000","1,378,000,000","1,478,000,000","1,938,000,000","1,907,000,000","2,150,000,000","2,028,000,000","793,000,000","2,471,000,000","2,477,000,000","2,279,000,000","3,000,000,000","2,577,000,000","2,527,000,000","2,358,000,000","2,300,026,000","2,561,105,000","2,201,771,000","1,280,098,000","1,291,999,000","1,411,378,000","1,288,999,000","1,059,903,000","1,088,289,000","1,160,903,000","1,111,070,000","928,211,000"
TaxRateForCalcs,"0.2","0.385","0.2","0.2","0.2","0.13","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.223","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.268","0.392","0.255","0.281","0.339","0.2","0.2","0.2","0.2","0.135","0.086","0.311","0.338","0.275","0.308","0.259","0.213","0.1"
TaxEffectOfUnusualItems,"-57,800,000","-13,461,538.462","-19,400,000","-24,600,000","-6,400,000","129,720.854","-25,400,000","-168,600,000","-7,600,000","-1,800,000","-36,400,000","-6,400,000","-56,600,000","14,800,000","-59,400,000","-1,600,000","5,000,000","10,400,000","-41,000,000","-44,400,000","7,595,744.681","46,000,000","-318,600,000","-33,800,000","800,000","-20,600,000","-597,400,000","-18,400,000","5,086,614.173","2,745,856.354","-111,537,958.115","-11,221,945.137","-11,519,890.261","-4,400,000","-136,861,200","-86,522,600","-26,467,400","18,060,027.043","-1,379,579.83","234,855.463","-46,048,922.641","15,588,775.545","-11,751,445.803","5,518,847.908","69,093,685.85","-74,979,358.185"